date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:31:19	2132/2132	U-----	200	untouched ('OK')	text/html	date:Sun,%2005%20Jan%202020%2023:19:39%20GMT	https://circles.launchaco.com/robots.txt		(from )
08:31:19	19855/19855	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2006%20Jan%202020%2014:31:19%20GMT	https://circles.launchaco.com/	C:/Users/Eliot/Projects/moments/Circles/circles.launchaco.com/index.html	(from )
08:31:23	291662/291662	---M--	200	added ('OK')	image/png	etag:%220385569ab753cf8f6761287f21222eaa%22	https://cdn.launchaco.com/images/137dde89-bd63-4382-8c52-8b7912dbf6d6.png	C:/Users/Eliot/Projects/moments/Circles/cdn.launchaco.com/images/137dde89-bd63-4382-8c52-8b7912dbf6d6.png	(from https://circles.launchaco.com/)
08:31:23	30845/30845	U-----	200	untouched ('')	image/png	etag:%22609f04884278a8e61160d95c170f8417%22	https://cdn.launchaco.com/images/d0150ab7-7069-4632-a75d-48c89a455528.png	C:/Users/Eliot/Projects/moments/Circles/cdn.launchaco.com/images/d0150ab7-7069-4632-a75d-48c89a455528.png	(from https://circles.launchaco.com/)
08:31:23	30845/30845	U-----	200	untouched ('')	image/png	etag:%22609f04884278a8e61160d95c170f8417%22	https://cdn.launchaco.com/images/7a69c868-f3f5-4651-91ec-2c4b26284943.png	C:/Users/Eliot/Projects/moments/Circles/cdn.launchaco.com/images/7a69c868-f3f5-4651-91ec-2c4b26284943.png	(from https://circles.launchaco.com/)
08:31:23	66681/66681	U-----	200	untouched ('OK')	text/css	date:Wed,%2031%20Jul%202019%2003:55:28%20GMT	https://www.launchaco.com/static/AllTemplates.min.css	C:/Users/Eliot/Projects/moments/Circles/www.launchaco.com/static/AllTemplates.min.css	(from https://circles.launchaco.com/)
08:31:23	14550/14550	U-----	200	untouched ('')	image/png	etag:%22b53a63ea57c4bbe8cdb6bc3b0a446b99%22	https://cdn.launchaco.com/images/71ca78dc-54bd-483b-9ace-0526edb4a966.png	C:/Users/Eliot/Projects/moments/Circles/cdn.launchaco.com/images/71ca78dc-54bd-483b-9ace-0526edb4a966.png	(from https://circles.launchaco.com/)
08:31:24	259485/259485	U-----	200	untouched ('')	image/png	etag:%2275c14e2fc97ff8084cb1e77a0b1e665e%22	https://cdn.launchaco.com/images/7fec481e-5007-487e-89b7-169e7e0704d5.png	C:/Users/Eliot/Projects/moments/Circles/cdn.launchaco.com/images/7fec481e-5007-487e-89b7-169e7e0704d5.png	(from https://circles.launchaco.com/)
